unitid,buildingid,name,beds,baths,footage,rent,availability
1022717,1624786,S2,0,1,501,,False
1156827,1624786,S3,0,1,507,,False
1729220,1624786,S3,0,1,507,,False
1749655,1624786,S4,0,1,507,,False
1921867,1624786,S4,0,1,507,,False
1950607,1624786,A1,1,1,687,1655,True
1795809,1624786,A1,1,1,687,1655,True
1654005,1624786,A2,1,1,690,,False
1018882,1624786,A2,1,1,690,,False
1917443,1624786,A3,1,1,708,,False
1412521,1624786,A3,1,1,708,,False
1537811,1624786,B1,2,1,649,1986,True
1182870,1624786,B1,2,1,649,1986,True
1927741,1624786,B2,2,1,892,,False
1106568,1624786,B2,2,1,892,,False
1674561,1624786,B3,2,1,787,,False
1859193,1624786,B3,2,1,787,,False
1539673,1624786,B4,2,1,787,,False
1185694,1624786,B4,2,1,787,,False
1585020,1624786,B5,2,1,831,,False
1219510,1624786,B5,2,1,831,,False
1860515,1624786,B6,2,1,849,,False
1052755,1624786,B6,2,1,849,,False
1370879,1382108,"One Bedroom, One Bath A",1,1,615,1909,True
1147691,1382108,"One Bedroom, One Bath B",1,1,664,1945,True
1261099,1382108,"One Bedroom, One Bath C",1,1,670,2000,True
1225111,1382108,"One Bedroom, One Bath D",1,1,676,2299,True
1430498,1382108,"One Bedroom, One Bath E",1,1,523,1991,True
1817850,1382108,"One Bedroom, One Bath F",1,1,625,1875,True
1370930,1382108,"One Bedroom, One Bath G",1,1,725,2245,True
1573613,1382108,"One Bedroom, One Bath HC",1,1,725,2245,True
1892866,1382108,"One Bedroom, One Bath L",1,1,735,1995,True
1768377,1382108,"One Bedroom, One Bath A",1,1,615,1909,True
1563004,1382108,"One Bedroom, One Bath B",1,1,664,1945,True
1813512,1382108,"One Bedroom, One Bath C",1,1,670,2000,True
1226047,1382108,"One Bedroom, One Bath D",1,1,676,2299,True
1032568,1382108,"One Bedroom, One Bath E",1,1,523,1991,True
1138525,1382108,"One Bedroom, One Bath F",1,1,625,1875,True
1711896,1382108,"One Bedroom, One Bath G",1,1,725,2245,True
1979301,1382108,"One Bedroom, One Bath HC",1,1,725,2245,True
1104435,1382108,"One Bedroom, One Bath L",1,1,735,1995,True
1418298,1382108,"One Bedroom, One Bath A",1,1,615,1909,True
1674969,1382108,"One Bedroom, One Bath B",1,1,664,1945,True
1262437,1382108,"One Bedroom, One Bath C",1,1,670,2000,True
1809844,1382108,"One Bedroom, One Bath D",1,1,676,2299,True
1574249,1382108,"One Bedroom, One Bath E",1,1,523,1991,True
1387806,1382108,"One Bedroom, One Bath F",1,1,625,1875,True
1714350,1382108,"One Bedroom, One Bath G",1,1,725,2245,True
1192815,1382108,"One Bedroom, One Bath HC",1,1,725,2245,True
1224769,1382108,"One Bedroom, One Bath L",1,1,735,1995,True
1936541,1382108,"One Bedroom, One Bath A",1,1,615,1909,True
1846984,1382108,"One Bedroom, One Bath B",1,1,664,1945,True
1730642,1382108,"One Bedroom, One Bath C",1,1,670,2000,True
1609276,1382108,"One Bedroom, One Bath D",1,1,676,2299,True
1304338,1382108,"One Bedroom, One Bath E",1,1,523,1991,True
1113986,1382108,"One Bedroom, One Bath F",1,1,625,1875,True
1123114,1382108,"One Bedroom, One Bath G",1,1,725,2245,True
1765989,1382108,"One Bedroom, One Bath HC",1,1,725,2245,True
1252254,1382108,"One Bedroom, One Bath L",1,1,735,1995,True
1095560,1382108,"Two Bedroom, One Bath",2,1,876,2759,True
1620740,1382108,"Two Bedroom, Two Bath",2,2,972,3183,True
1297542,1382108,"Two Bedroom, Two Bath HC",2,2,972,2850,True
1853624,1382108,"Two Bedroom, One Bath",2,1,876,2759,True
1176115,1382108,"Two Bedroom, Two Bath",2,2,972,3183,True
1739223,1382108,"Two Bedroom, Two Bath HC",2,2,972,2850,True
1508443,1382108,"Two Bedroom, One Bath",2,1,876,2759,True
1988406,1382108,"Two Bedroom, Two Bath",2,2,972,3183,True
1252145,1382108,"Two Bedroom, Two Bath HC",2,2,972,2850,True
1659407,1382108,"Two Bedroom, One Bath",2,1,876,2759,True
1471376,1382108,"Two Bedroom, Two Bath",2,2,972,3183,True
1722782,1382108,"Two Bedroom, Two Bath HC",2,2,972,2850,True
1973304,1568037,Neptune,0,1,531,1758,True
1752119,1568037,Pluto,0,1,537,1828,True
1671032,1568037,Jupiter 1,1,1,617,,False
1622674,1568037,Jupiter,1,1,671,,False
1844216,1568037,Venus 1,1,1,773,,False
1945307,1568037,Venus 2,1,1,648,,False
1701765,1568037,Pisces,1,1,599,,False
1458270,1568037,El Sol,1,1,637,,False
1223553,1568037,Venus,1,1,680,2383,True
1397021,1568037,Pegasi,2,2,971,,False
1638919,1568037,Mercury,1,1,715,2703,True
1859014,1568037,Rhea,2,2,1023,,False
1870615,1568037,Triton,2,2,970,,False
1006495,1568037,"Loft, small",1,1,1151,,False
1756475,1568037,Orion,2,2,974,,False
1798979,1568037,La Luna,2,2,985,,False
1790943,1568037,Mars,2,2,917,3073,True
1542268,1568037,Gemini,1,1,1046,,False
1482430,1568037,Oberon,2,2,965,,False
1128048,1568037,Ariel,2,2,977,,False
1445444,1568037,"Loft, large",1,1,1440,,False
1946546,1568037,Saturn,2,2,1358,,False
1297560,1171878,The BMX,1,1,600,1849,True
1884066,1171878,The BMX,1,1,600,1849,True
1559659,1171878,The Tandem,2,1,820,,False
1262489,1171878,The Tandem,2,1,820,,False
1764561,1171878,The Hybrid,1,1,600,,False
1048789,1171878,The Hybrid,1,1,600,,False
1980153,1824526,Fortune 4,1,1,638,,False
1482321,1824526,Harmony 1,1,1,784,,False
1702667,1824526,Harmony 2,1,1,600,,False
1689273,1824526,Harmony 3,1,1,705,,False
1840853,1824526,Harmony 5,1,1,647,,False
1777564,1824526,Harmony 6,1,1,756,,False
1589428,1824526,Harmony 7,1,1,783,2366,True
1571081,1824526,Prosperity 2,1,1,699,,False
1877374,1824526,Prosperity 3,1,1,678,,False
1777616,1824526,Reflection 1,1,1,788,,False
1745284,1824526,Reflection 2,1,1,751,,False
1630114,1824526,Fortune 2,1,5,907,,False
1930516,1824526,Prosperity 1,1,5,729,,False
1999250,1824526,Prosperity 10,1,5,923,,False
1948713,1824526,Prosperity 11,1,5,1032,,False
1112087,1824526,Prosperity 4,1,5,804,,False
1510664,1824526,Prosperity 5,1,5,927,,False
1604052,1824526,Prosperity 6,1,5,827,,False
1575389,1824526,Prosperity 7,1,5,873,,False
1033924,1824526,Prosperity 8,1,5,899,,False
1470812,1824526,Prosperity 9,1,5,736,,False
1003948,1824526,Fortune 4,1,1,638,,False
1059339,1824526,Harmony 1,1,1,784,,False
1791166,1824526,Harmony 2,1,1,600,,False
1503874,1824526,Harmony 3,1,1,705,,False
1937973,1824526,Harmony 5,1,1,647,,False
1126948,1824526,Harmony 6,1,1,756,,False
1242834,1824526,Harmony 7,1,1,783,2366,True
1935981,1824526,Prosperity 2,1,1,699,,False
1831774,1824526,Prosperity 3,1,1,678,,False
1224992,1824526,Reflection 1,1,1,788,,False
1458954,1824526,Reflection 2,1,1,751,,False
1414569,1824526,Fortune 2,1,5,907,,False
1343199,1824526,Prosperity 1,1,5,729,,False
1400093,1824526,Prosperity 10,1,5,923,,False
1673237,1824526,Prosperity 11,1,5,1032,,False
1250489,1824526,Prosperity 4,1,5,804,,False
1192430,1824526,Prosperity 5,1,5,927,,False
1738210,1824526,Prosperity 6,1,5,827,,False
1482400,1824526,Prosperity 7,1,5,873,,False
1885880,1824526,Prosperity 8,1,5,899,,False
1480133,1824526,Prosperity 9,1,5,736,,False
1487304,1824526,Fortune 4,1,1,638,,False
1240840,1824526,Harmony 1,1,1,784,,False
1522476,1824526,Harmony 2,1,1,600,,False
1793856,1824526,Harmony 3,1,1,705,,False
1339585,1824526,Harmony 5,1,1,647,,False
1300929,1824526,Harmony 6,1,1,756,,False
1137980,1824526,Harmony 7,1,1,783,2366,True
1567987,1824526,Prosperity 2,1,1,699,,False
1171584,1824526,Prosperity 3,1,1,678,,False
1976612,1824526,Reflection 1,1,1,788,,False
1738348,1824526,Reflection 2,1,1,751,,False
1780043,1824526,Fortune 2,1,5,907,,False
1744133,1824526,Prosperity 1,1,5,729,,False
1958787,1824526,Prosperity 10,1,5,923,,False
1511522,1824526,Prosperity 11,1,5,1032,,False
1786208,1824526,Prosperity 4,1,5,804,,False
1192910,1824526,Prosperity 5,1,5,927,,False
1993945,1824526,Prosperity 6,1,5,827,,False
1516015,1824526,Prosperity 7,1,5,873,,False
1809806,1824526,Prosperity 8,1,5,899,,False
1596119,1824526,Prosperity 9,1,5,736,,False
1720414,1824526,Fortune 4,1,1,638,,False
1061486,1824526,Harmony 1,1,1,784,,False
1152322,1824526,Harmony 2,1,1,600,,False
1634713,1824526,Harmony 3,1,1,705,,False
1026324,1824526,Harmony 5,1,1,647,,False
1088574,1824526,Harmony 6,1,1,756,,False
1921876,1824526,Harmony 7,1,1,783,2366,True
1268775,1824526,Prosperity 2,1,1,699,,False
1230325,1824526,Prosperity 3,1,1,678,,False
1941091,1824526,Reflection 1,1,1,788,,False
1058356,1824526,Reflection 2,1,1,751,,False
1733590,1824526,Fortune 2,1,5,907,,False
1410160,1824526,Prosperity 1,1,5,729,,False
1825261,1824526,Prosperity 10,1,5,923,,False
1345385,1824526,Prosperity 11,1,5,1032,,False
1322588,1824526,Prosperity 4,1,5,804,,False
1591608,1824526,Prosperity 5,1,5,927,,False
1568154,1824526,Prosperity 6,1,5,827,,False
1470768,1824526,Prosperity 7,1,5,873,,False
1383306,1824526,Prosperity 8,1,5,899,,False
1470587,1824526,Prosperity 9,1,5,736,,False
1769893,1824526,Fortune 3,2,2,1020,,False
1062980,1824526,Fortune 5,2,2,1028,,False
1040191,1824526,Unity 1,2,2,1041,2859,True
1639836,1824526,Unity 2,2,2,924,,False
1720335,1824526,Unity 3,2,2,904,,False
1380413,1824526,Unity 4,2,2,1043,,False
1387566,1824526,Fortune 1,2,5,1111,,False
1419580,1824526,Fortune 3,2,2,1020,,False
1126002,1824526,Fortune 5,2,2,1028,,False
1236797,1824526,Unity 1,2,2,1041,2859,True
1772109,1824526,Unity 2,2,2,924,,False
1800001,1824526,Unity 3,2,2,904,,False
1388728,1824526,Unity 4,2,2,1043,,False
1194750,1824526,Fortune 1,2,5,1111,,False
1315255,1824526,Fortune 3,2,2,1020,,False
1246070,1824526,Fortune 5,2,2,1028,,False
1165716,1824526,Unity 1,2,2,1041,2859,True
1984972,1824526,Unity 2,2,2,924,,False
1120556,1824526,Unity 3,2,2,904,,False
1737262,1824526,Unity 4,2,2,1043,,False
1630546,1824526,Fortune 1,2,5,1111,,False
1959162,1824526,Fortune 3,2,2,1020,,False
1420270,1824526,Fortune 5,2,2,1028,,False
1624598,1824526,Unity 1,2,2,1041,2859,True
1364698,1824526,Unity 2,2,2,924,,False
1524737,1824526,Unity 3,2,2,904,,False
1597368,1824526,Unity 4,2,2,1043,,False
1518579,1824526,Fortune 1,2,5,1111,,False
1554389,1335953,1 Bedroom 1 Bathroom Plus Den,1,1,855,,False
1361220,1335953,Traditional 1 Bedroom 1 Bath,1,1,752,2554,True
1190065,1335953,Open 1 Bedroom 1 Bathroom,1,1,527,1725,True
1703592,1335953,Urban 1 Bedroom 1 Bathroom,1,1,527,1642,True
1086699,1335953,Live Work Loft,1,1,527,1840,True
1777365,1335953,1 Bedroom 1 Bathroom Plus Den,1,1,855,,False
1991055,1335953,Traditional 1 Bedroom 1 Bath,1,1,752,2554,True
1533780,1335953,Open 1 Bedroom 1 Bathroom,1,1,527,1725,True
1896697,1335953,Urban 1 Bedroom 1 Bathroom,1,1,527,1642,True
1040551,1335953,Live Work Loft,1,1,527,1840,True
1353295,1335953,1 Bedroom 1 Bathroom Plus Den,1,1,855,,False
1564099,1335953,Traditional 1 Bedroom 1 Bath,1,1,752,2554,True
1344303,1335953,Open 1 Bedroom 1 Bathroom,1,1,527,1725,True
1912273,1335953,Urban 1 Bedroom 1 Bathroom,1,1,527,1642,True
1548780,1335953,Live Work Loft,1,1,527,1840,True
1602231,1335953,1 Bedroom 1 Bathroom Plus Den,1,1,855,,False
1280923,1335953,Traditional 1 Bedroom 1 Bath,1,1,752,2554,True
1949486,1335953,Open 1 Bedroom 1 Bathroom,1,1,527,1725,True
1388520,1335953,Urban 1 Bedroom 1 Bathroom,1,1,527,1642,True
1837562,1335953,Live Work Loft,1,1,527,1840,True
1727829,1335953,2 Bedroom 1 Bathroom,2,1,977,,False
1590455,1335953,2 Bedroom 1 Bathroom,2,1,977,,False
1664092,1335953,2 Bedroom 1 Bathroom,2,1,977,,False
1136644,1335953,2 Bedroom 1 Bathroom,2,1,977,,False
1158895,1183863,THE RAINIER,1,1,515,1549,True
1905132,1183863,THE RAINIER,1,1,515,1549,True
1404715,1183863,THE PIKE,1,1,589,,False
1835104,1183863,THE PIKE,1,1,589,,False
1945615,1183863,THE WHEEL,1,1,608,1999,True
1377901,1183863,THE WHEEL,1,1,608,1999,True
1419149,1183863,THE ELLIOTT,1,1,589,,False
1067608,1183863,THE ELLIOTT,1,1,589,,False
1036793,1183863,THE EMP,2,1,732,2299,True
1539665,1183863,THE EMP,2,1,732,2299,True
1288553,1679473,1 Bed 1 Bath,1,1,449,,False
1319605,1679473,1 Bed 1 Bath,1,1,449,,False
1416320,1679473,Studio,0,1,339,,False
1173944,1679473,Studio,0,1,339,,False
1876388,1545141,A1,1,1,508,2050,True
1171945,1545141,A1,1,1,508,2050,True
1229242,1545141,A2,1,1,544,1915,True
1210026,1545141,A2,1,1,544,1915,True
1202991,1545141,A3,1,1,719,,False
1189254,1545141,A3,1,1,719,,False
1353892,1545141,A4,1,1,863,,False
1453514,1545141,A4,1,1,863,,False
1883343,1545141,A5,1,1,884,,False
1549365,1545141,A5,1,1,884,,False
1242317,1545141,A6,1,1,861,,False
1942996,1545141,A6,1,1,861,,False
1190301,1545141,LW1,1,1,753,,False
1764613,1545141,LW1,1,1,753,,False
1302031,1545141,LW2,1,1,816,,False
1512634,1545141,LW2,1,1,816,,False
1344445,1545141,oA1,1,1,404,,False
1533318,1545141,oA1,1,1,404,,False
1334749,1545141,oA2,1,1,436,,False
1116781,1545141,oA2,1,1,436,,False
1672791,1545141,oA3,1,1,469,,False
1326105,1545141,oA3,1,1,469,,False
1989872,1545141,oA4,1,1,477,,False
1742644,1545141,oA4,1,1,477,,False
1146056,1545141,oA5,1,1,510,,False
1464868,1545141,oA5,1,1,510,,False
1914852,1545141,oA6,1,1,536,,False
1290431,1545141,oA6,1,1,536,,False
1126524,1545141,oA7,1,1,539,,False
1322557,1545141,oA7,1,1,539,,False
1590485,1545141,oA8,1,1,541,,False
1884979,1545141,oA8,1,1,541,,False
1977174,1545141,oA9,1,1,542,1665,True
1250599,1545141,oA9,1,1,542,1665,True
1649844,1545141,oA10,1,1,574,,False
1947404,1545141,oA10,1,1,574,,False
1864905,1545141,oA11,1,1,576,,False
1187819,1545141,oA11,1,1,576,,False
1732694,1545141,oA12,1,1,622,,False
1238823,1545141,oA12,1,1,622,,False
1175396,1545141,oA13,1,1,626,1795,True
1161029,1545141,oA13,1,1,626,1795,True
1498743,1545141,oA14,1,1,687,,False
1254716,1545141,oA14,1,1,687,,False
1613847,1545141,B2,2,2,1098,,False
1592358,1545141,B2,2,2,1098,,False
1920187,1545141,B3,2,2,1117,,False
1229039,1545141,B3,2,2,1117,,False
1325113,1545141,B4,2,2,1155,2970,True
1665740,1545141,B4,2,2,1155,2970,True
1060007,1651670,Studio,0,1,452,1499,True
1671364,1651670,2 Story Loft,1,1,624,1990,True
1665516,1651670,Flat,,,727,1699,True
1850112,1806448,C 1x1,1,1,696,1704,True
1331368,1806448,D Open 1,1,1,624,1685,True
1110231,1806448,F Open 1,1,1,592,1810,True
1203933,1806448,L Open 1,1,1,717,1755,True
1388721,1806448,Open 1 Bed - MFTE,1,1,592,1399,True
1412616,1806448,C 1x1,1,1,696,1704,True
1384919,1806448,D Open 1,1,1,624,1685,True
1733737,1806448,F Open 1,1,1,592,1810,True
1500913,1806448,L Open 1,1,1,717,1755,True
1403917,1806448,Open 1 Bed - MFTE,1,1,592,1399,True
1262665,1806448,C 1x1,1,1,696,1704,True
1712692,1806448,D Open 1,1,1,624,1685,True
1009347,1806448,F Open 1,1,1,592,1810,True
1344222,1806448,L Open 1,1,1,717,1755,True
1042402,1806448,Open 1 Bed - MFTE,1,1,592,1399,True
1731419,1806448,C 1x1,1,1,696,1704,True
1614130,1806448,D Open 1,1,1,624,1685,True
1268675,1806448,F Open 1,1,1,592,1810,True
1966508,1806448,L Open 1,1,1,717,1755,True
1405879,1806448,Open 1 Bed - MFTE,1,1,592,1399,True
1276006,1806448,E 2x2 Den,2,2,1089,2550,True
1283463,1806448,E 2x2 Den,2,2,1089,2550,True
1801505,1806448,E 2x2 Den,2,2,1089,2550,True
1054519,1806448,E 2x2 Den,2,2,1089,2550,True
1832697,1862817,Verona,1,1,550,,False
1741570,1862817,Verona,1,1,550,,False
1935059,1862817,Florence,1,1,676,1625,True
1099988,1862817,Florence,1,1,676,1625,True
1086558,1862817,Elvis Penthouse,1,2,848,,False
1703849,1862817,Elvis Penthouse,1,2,848,,False
1085211,1862817,Torino,0,1,418,1335,True
1346038,1862817,Torino,0,1,418,1335,True
1738677,1862817,Naples,0,1,426,1325,True
1934108,1862817,Naples,0,1,426,1325,True
1762768,1862817,B1,2,1,813,2095,True
1445399,1862817,B1,2,1,813,2095,True
1107609,1648443,The BMX,1,1,600,1849,True
1629612,1648443,The BMX,1,1,600,1849,True
1035626,1648443,The Tandem,2,1,820,,False
1425893,1648443,The Tandem,2,1,820,,False
1473484,1648443,The Hybrid,1,1,600,,False
1906783,1648443,The Hybrid,1,1,600,,False
1665668,1094104,0x1a-p1,0,1,367,,False
1115833,1094104,0x1a-p1,0,1,367,,False
1507313,1094104,0x1a-p2,0,1,367,1286,True
1197533,1094104,0x1a-p2,0,1,367,1286,True
1708948,1094104,0x1a-p3,0,1,367,1261,True
1363231,1094104,0x1a-p3,0,1,367,1261,True
1035965,1094104,0x1a-p4,0,1,367,,False
1796832,1094104,0x1a-p4,0,1,367,,False
1592175,1094104,0x1b,0,1,502,1361,True
1510819,1094104,0x1b,0,1,502,1361,True
1620010,1094104,0x1c,0,1,504,,False
1050660,1094104,0x1c,0,1,504,,False
1408560,1094104,0x1d,0,1,574,1461,True
1511572,1094104,0x1d,0,1,574,1461,True
1601621,1094104,0x1e,0,1,531,1396,True
1934105,1094104,0x1e,0,1,531,1396,True
1786386,1094104,1x1a,1,1,848,,False
1567851,1094104,1x1a,1,1,848,,False
1952802,1094104,1x1b,1,1,702,,False
1058975,1094104,1x1b,1,1,702,,False
1321238,1094104,1x1e,1,1,557,,False
1279991,1094104,1x1e,1,1,557,,False
1610088,1094104,1x1f,1,1,598,,False
1605708,1094104,1x1f,1,1,598,,False
1521397,1094104,1x1g-p1,1,1,642,,False
1148043,1094104,1x1g-p1,1,1,642,,False
1709336,1094104,1x1g-p2,1,1,642,,False
1409951,1094104,1x1g-p2,1,1,642,,False
1415972,1094104,1x1g-p3,1,1,642,,False
1891861,1094104,1x1g-p3,1,1,642,,False
1513234,1094104,1x1h-p1,1,1,660,,False
1214349,1094104,1x1h-p1,1,1,660,,False
1755697,1094104,1x1h-p2,1,1,660,,False
1950718,1094104,1x1h-p2,1,1,660,,False
1210175,1094104,1x1i,1,1,695,,False
1475632,1094104,1x1i,1,1,695,,False
1233659,1094104,1x1j,1,1,702,,False
1218374,1094104,1x1j,1,1,702,,False
1129996,1094104,1x1k,1,1,722,,False
1942603,1094104,1x1k,1,1,722,,False
1418994,1094104,1x1l,1,1,735,,False
1647151,1094104,1x1l,1,1,735,,False
1558195,1094104,1x1m,1,1,780,,False
1682908,1094104,1x1m,1,1,780,,False
1728831,1094104,1x1n,1,1,818,,False
1121864,1094104,1x1n,1,1,818,,False
1895855,1094104,1x1p,1,1,903,,False
1526954,1094104,1x1p,1,1,903,,False
1140412,1094104,1x1q,1,1,903,,False
1404413,1094104,1x1q,1,1,903,,False
1043692,1094104,1x1r-p2,1,1,903,,False
1446445,1094104,1x1r-p2,1,1,903,,False
1433211,1094104,1x1r-p3,1,1,903,,False
1954127,1094104,1x1r-p3,1,1,903,,False
1343572,1094104,1x1s-p1,1,1,712,1830,True
1822120,1094104,1x1s-p1,1,1,712,1830,True
1196707,1094104,1x1s-p2,1,1,695,,False
1598163,1094104,1x1s-p2,1,1,695,,False
1877956,1094104,1x1s-p3,1,1,686,2079,True
1279567,1094104,1x1s-p3,1,1,686,2079,True
1230161,1094104,1x1t,1,1,367,1351,True
1886966,1094104,1x1t,1,1,367,1351,True
1886397,1094104,2x1a,2,1,758,2595,True
1871286,1094104,2x1a,2,1,758,2595,True
1087114,1094104,2x1c,2,1,903,,False
1588717,1094104,2x1c,2,1,903,,False
1455573,1094104,2x2a,2,2,974,,False
1438657,1094104,2x2a,2,2,974,,False
1865320,1094104,2x2b,2,2,1019,,False
1487972,1094104,2x2b,2,2,1019,,False
1605097,1094104,2x2c-p1,2,2,1069,,False
1375472,1094104,2x2c-p1,2,2,1069,,False
1285360,1094104,2x2c-p2,2,2,1019,,False
1613728,1094104,2x2c-p2,2,2,1019,,False
1901414,1094104,2x2d,2,2,930,2780,True
1743531,1094104,2x2d,2,2,930,2780,True
1096280,1094104,2x2e-p1,2,2,907,,False
1121984,1094104,2x2e-p1,2,2,907,,False
1758384,1094104,2x2e-p2,2,2,933,2755,True
1791266,1094104,2x2e-p2,2,2,933,2755,True
1119362,1094104,2x2f,2,2,974,,False
1298968,1094104,2x2f,2,2,974,,False
1029953,1094104,2x2g,2,2,983,,False
1402113,1094104,2x2g,2,2,983,,False
1465684,1094104,2x2h,2,2,983,,False
1831969,1094104,2x2h,2,2,983,,False
1000190,1094104,2x2i,2,2,969,,False
