unitid,buildingid,name,beds,baths,footage,rent,availability
1667505,1094104,2x2i,2,2,969,,False
1492748,1285176,Studio,0,1,438,1765,True
1081542,1285176,Studio,0,1,438,1765,True
1972560,1285176,1 Bedroom,1,1,644,1884,True
1855982,1285176,1 Bedroom,1,1,644,1884,True
1007525,1285176,2 Bedroom,2,1,850,2550,True
1145980,1285176,2 Bedroom,2,1,850,2550,True
1674792,1285176,Jr. Penthouse,2,2,1288,,False
1680474,1285176,Jr. Penthouse,2,2,1288,,False
1353925,1285176,Penthouse A,2,2,1915,,False
1940405,1285176,Penthouse A,2,2,1915,,False
1781123,1285176,Penthouse B,2,2,1915,,False
1404357,1285176,Penthouse B,2,2,1915,,False
1042525,1285176,2 Bedroom,2,2,1305,,False
1787530,1285176,2 Bedroom,2,2,1305,,False
1532310,1285176,3 Bedroom 2 Bath,3,2,1288,,False
1104712,1285176,3 Bedroom 2 Bath,3,2,1288,,False
1135015,1499940,Studio A,0,1,313,,False
1226983,1499940,Studio A,0,1,313,,False
1441537,1499940,Studio B,0,1,322,,False
1655826,1499940,Studio B,0,1,322,,False
1118427,1499940,Studio C,0,1,328,,False
1824759,1499940,Studio C,0,1,328,,False
1385522,1499940,Studio D,0,1,233,1000,True
1961872,1499940,Studio D,0,1,233,1000,True
1525690,1499940,1 Bedroom,1,1,315,,False
1282885,1499940,1 Bedroom,1,1,315,,False
1636696,1473314,Unit C,0,1,465,1668,True
1215995,1473314,Unit C,0,1,465,1668,True
1241107,1473314,Live Work,0,1,544,,False
1288251,1473314,Live Work,0,1,544,,False
1651985,1473314,Unit E,1,1,476,,False
1542527,1473314,Unit E,1,1,476,,False
1915818,1473314,Unit F,1,1,488,,False
1729844,1473314,Unit F,1,1,488,,False
1929224,1473314,Unit 1B,1,1,497,,False
1572518,1473314,Unit 1B,1,1,497,,False
1227199,1473314,Unit A,1,1,502,1661,True
1170373,1473314,Unit A,1,1,502,1661,True
1812949,1473314,Unit D,1,1,536,,False
1100133,1473314,Unit D,1,1,536,,False
1604541,1473314,Unit B,1,1,550,,False
1857791,1473314,Unit B,1,1,550,,False
1869250,1473314,Unit 1A,1,1,594,,False
1842921,1473314,Unit 1A,1,1,594,,False
1543705,1473314,Unit 1C,1,1,622,,False
1858269,1473314,Unit 1C,1,1,622,,False
1241753,1473314,Unit 1D,1,1,661,,False
1392484,1473314,Unit 1D,1,1,661,,False
1788075,1033400,Traditional 1bd 1ba - A,1,1,561,1541,True
1127314,1033400,Traditional 1bd 1ba - B,1,1,572,1479,True
1102818,1033400,Traditional 1bd 1ba - C,1,1,703,1461,True
1550508,1033400,Traditional 1bd 1ba - D,1,1,672,1448,True
1450690,1033400,Traditional 1bd 1ba,1,1,758,,False
1010163,1033400,Urban 1bd 1ba - A,1,1,602,1368,True
1556797,1033400,Urban 1bd 1ba - B,1,1,666,1393,True
1889636,1033400,Traditional 2bd 1ba,2,1,909,,False
1818997,1033400,Traditional 2bd 2ba,2,2,1005,,False
1491633,1033400,Traditional 2bd 1ba-B,2,1,912,2725,True
1151271,1752060,Studio,0,1,581,,False
1070911,1752060,Urban 1bd 1ba - B,1,1,624,1446,True
1222197,1752060,Traditional 1bd 1ba - F,1,1,636,,False
1526047,1752060,Urban 1bd 1ba - A,1,1,667,1408,True
1802284,1752060,1Bed Den,1,1,1052,2118,True
1423017,1752060,Traditional 1bd 1ba - A,1,1,811,,False
1092383,1752060,Traditional 1bd 1ba - B,1,1,672,,False
1423040,1752060,Traditional 1bd 1ba - C,1,1,653,,False
1586811,1752060,Traditional 1bd 1ba - D,1,1,647,,False
1817749,1752060,Traditional 1bd 1ba - E,1,1,692,,False
1139905,1752060,Traditional 2bd 1ba - B,2,1,1019,2690,True
1170776,1752060,Traditional 2bd 1ba - A,2,1,1071,,False
1859913,1173388,Turner,1,1,488,1551,True
1537554,1173388,Turner,1,1,488,1551,True
1778453,1173388,Michelangelo,1,1,499,1471,True
1081525,1173388,Michelangelo,1,1,499,1471,True
1351728,1173388,Picasso,1,1,526,1626,True
1783392,1173388,Picasso,1,1,526,1626,True
1172413,1173388,Monet,1,1,615,,False
1658031,1173388,Monet,1,1,615,,False
1157454,1173388,Da Vinci,1,1,595,1919,True
1599473,1173388,Da Vinci,1,1,595,1919,True
1288384,1173388,Rembrandt,1,1,688,1902,True
1808420,1173388,Rembrandt,1,1,688,1902,True
1544980,1173388,Van Gogh,1,1,712,,False
1781905,1173388,Van Gogh,1,1,712,,False
1027122,1173388,Constable,1,1,758,,False
1936800,1173388,Constable,1,1,758,,False
1956393,1173388,Titian,1,1,661,,False
1220174,1173388,Titian,1,1,661,,False
1442953,1173388,Decartes,1,1,753,,False
1289625,1173388,Decartes,1,1,753,,False
1826208,1173388,Aristotle,1,1,943,,False
1626079,1173388,Aristotle,1,1,943,,False
1890606,1173388,Donatello,2,2,985,,False
1189454,1173388,Donatello,2,2,985,,False
1800441,1173388,Diego,2,2,1012,,False
1407453,1173388,Diego,2,2,1012,,False
1283550,1173388,Raphael,2,2,1050,,False
1326053,1173388,Raphael,2,2,1050,,False
1684021,1173388,Ruben,2,2,1130,,False
1421316,1173388,Ruben,2,2,1130,,False
1338650,1381316,Studio,0,1,,1760,True
1765160,1381316,Studio,0,1,,1760,True
1776988,1381316,Open 1 bedroom,1,1,,1779,True
1307586,1381316,Open 1 bedroom,1,1,,1779,True
1578442,1381316,1 bedroom,1,1,,2186,True
1237745,1381316,1 bedroom,1,1,,2186,True
1648659,1381316,2 bedroom 2 bath,2,2,,3093,True
1396029,1381316,2 bedroom 2 bath,2,2,,3093,True
1335172,1381316,Live/Work,0,1,,1773,True
1229288,1381316,Live/Work,0,1,,1773,True
1672915,1381316,2 bedroom 1 bath,2,1,,,False
1789936,1381316,2 bedroom 1 bath,2,1,,,False
1368982,1206179,525 Studio,0,1,444,1380,True
1184219,1206179,525 Studio,0,1,444,1380,True
1802929,1206179,525 Studio (MFTE),0,1,434,,False
1664069,1206179,525 Studio (MFTE),0,1,434,,False
1352521,1206179,525 Open One Bedroom,1,1,563,1475,True
1320107,1206179,525 Open One Bedroom,1,1,563,1475,True
1178075,1206179,525 One Bedroom (MFTE),1,1,601,1593,True
1081059,1206179,525 One Bedroom (MFTE),1,1,601,1593,True
1219451,1206179,525 One Bedroom,1,1,689,1698,True
1434320,1206179,525 One Bedroom,1,1,689,1698,True
1586493,1206179,525 One Bedroom + Den,1,1,940,,False
1343767,1206179,525 One Bedroom + Den,1,1,940,,False
1823532,1206179,525 Two Bedroom (MFTE),2,2,1120,,False
1743464,1206179,525 Two Bedroom (MFTE),2,2,1120,,False
1365016,1206179,525 Two Bedroom,2,2,1169,2568,True
1769344,1206179,525 Two Bedroom,2,2,1169,2568,True
1748447,1206179,507 One Bedroom,1,1,686,1525,True
1222985,1206179,507 One Bedroom,1,1,686,1525,True
1797625,1206179,507 Open One Bedroom,1,1,579,1417,True
1242953,1206179,507 Open One Bedroom,1,1,579,1417,True
1117789,1206179,507 Studio,0,1,468,1295,True
1058318,1206179,507 Studio,0,1,468,1295,True
1449934,1206179,507 Two Bedroom,2,2,1171,,False
1969208,1206179,507 Two Bedroom,2,2,1171,,False
1580359,1206179,507 One-Bed + Den A,1,1,820,1755,True
1148863,1206179,507 One-Bed + Den A,1,1,820,1755,True
1168382,1206179,507 One-Bed + Den B,1,1,763,1668,True
1970597,1206179,507 One-Bed + Den B,1,1,763,1668,True
1817458,1240845,A1-1,0,1,498,1728,True
1252302,1240845,A1-1,0,1,498,1728,True
1791896,1240845,A1-2,0,1,498,1753,True
1419573,1240845,A1-2,0,1,498,1753,True
1263702,1240845,C8,1,1,536,,False
1821661,1240845,C8,1,1,536,,False
1572200,1240845,B10,1,1,566,1873,True
1194432,1240845,B10,1,1,566,1873,True
1566124,1240845,B6,1,1,588,2038,True
1735335,1240845,B6,1,1,588,2038,True
1114798,1240845,B4,1,1,627,1921,True
1593920,1240845,B4,1,1,627,1921,True
1613345,1240845,B9,1,1,644,1962,True
1152581,1240845,B9,1,1,644,1962,True
1092363,1240845,C5,1,1,678,1992,True
1131374,1240845,C5,1,1,678,1992,True
1403695,1240845,C6,1,1,685,2012,True
1302209,1240845,C6,1,1,685,2012,True
1356944,1240845,C2,1,1,842,2191,True
1938971,1240845,C2,1,1,842,2191,True
1983989,1240845,C3 with Den,1,1,844,2191,True
1976500,1240845,C3 with Den,1,1,844,2191,True
1149380,1846854,1BD - Gumbie,1,1,408,1545,True
1063749,1846854,1BD - Gumbie,1,1,408,1545,True
1966276,1846854,1BD - Bolt,1,1,408,1455,True
1367725,1846854,1BD - Bolt,1,1,408,1455,True
1208019,1452024,A1,1,1,650,1469,True
1586815,1452024,A1,1,1,650,1469,True
1763480,1452024,A2,1,1,700,1650,True
1659349,1452024,A2,1,1,700,1650,True
1411426,1452024,A3,1,1,700,,False
1337739,1452024,A3,1,1,700,,False
1324098,1452024,B1,2,1,850,1850,True
1692648,1452024,B1,2,1,850,1850,True
1638755,1452024,B2,2,1,900,1850,True
1313629,1452024,B2,2,1,900,1850,True
1904149,1452024,C,2,2,950,,False
1348451,1452024,C,2,2,950,,False
1736894,1452024,D,3,2,1100,2615,True
1119630,1452024,D,3,2,1100,2615,True
1441245,1928829,Studio A,0,1,428,1462,True
1549120,1928829,Studio B,0,1,400,1457,True
1825849,1928829,Studio C,0,1,385,1472,True
1525380,1928829,Studio D,0,1,394,,False
1005300,1928829,One Bedroom A,1,1,579,1720,True
1762547,1928829,One Bedroom B,1,1,534,1686,True
1573402,1928829,One Bedroom C,1,1,544,1703,True
1876905,1928829,One Bedroom D,1,1,566,1693,True
1096562,1928829,One Bedroom E,1,1,513,1666,True
1609404,1928829,One Bedroom F,1,1,507,1666,True
1185106,1928829,One Bedroom with Den,1,1,560,,False
1710215,1928829,Two Bedroom A,2,1,665,,False
1839360,1928829,Two Bedroom B,2,1,713,,False
1512464,1928829,Three Bedroom,3,2,1130,,False
1845310,1889475,1 bed 1 bath,1,1,570,1275,True
1981330,1889475,2 bed 1 bath,2,1,810,,False
1176369,1587344,11CD,1,1,608,,False
1018203,1587344,11CE,1,1,634,,False
1559271,1587344,11CF,1,1,642,,False
1164435,1587344,11CG,1,1,662,2420,True
1751193,1587344,11CH,1,1,666,,False
1719628,1587344,11CI,1,1,704,,False
1001269,1587344,11CJ,1,1,778,,False
1682443,1587344,11CK,1,1,673,,False
1783161,1587344,11CL,1,1,698,,False
1784687,1587344,11CLWA,1,2,784,,False
1119776,1587344,11CLWE,1,5,892,,False
1180542,1587344,11CLWF,1,5,898,2500,True
1881112,1587344,11CLWB,1,5,796,,False
1705128,1587344,11CLWC,1,5,812,,False
1373869,1587344,11CLWD,1,5,872,,False
1695043,1587344,11CLWG,1,5,939,,False
1227326,1587344,11CLWH,1,5,934,,False
1593826,1587344,11CLWI,1,5,909,,False
1385597,1587344,11CLWJ,1,5,1044,,False
1544334,1587344,11CLWK,1,5,1343,,False
1989910,1587344,11CM,1,1,713,2685,True
1732455,1587344,11CN,1,1,725,,False
1472568,1587344,11CO,1,1,726,,False
1525795,1587344,11CP,1,1,816,,False
1477150,1587344,11CR,1,1,885,,False
1355169,1587344,11CS,1,1,954,,False
1849163,1587344,11CT,1,1,874,,False
1519030,1587344,11CU,1,1,956,,False
1269543,1587344,12CA,1,2,877,,False
1514123,1587344,12CLWA,1,2,1433,,False
1943820,1587344,11CLWL,1,1,1545,,False
1346198,1587344,11CLWM,1,1,769,2065,True
1415504,1587344,11CLWN,1,1,827,,False
1400541,1587344,11CD,1,1,608,,False
1314577,1587344,11CE,1,1,634,,False
1321390,1587344,11CF,1,1,642,,False
1751059,1587344,11CG,1,1,662,2420,True
1769241,1587344,11CH,1,1,666,,False
1380495,1587344,11CI,1,1,704,,False
1324231,1587344,11CJ,1,1,778,,False
1752098,1587344,11CK,1,1,673,,False
1741056,1587344,11CL,1,1,698,,False
1607253,1587344,11CLWA,1,2,784,,False
1216145,1587344,11CLWE,1,5,892,,False
1082222,1587344,11CLWF,1,5,898,2500,True
1585573,1587344,11CLWB,1,5,796,,False
1631111,1587344,11CLWC,1,5,812,,False
1917160,1587344,11CLWD,1,5,872,,False
1291269,1587344,11CLWG,1,5,939,,False
1131612,1587344,11CLWH,1,5,934,,False
1369439,1587344,11CLWI,1,5,909,,False
1846479,1587344,11CLWJ,1,5,1044,,False
1600157,1587344,11CLWK,1,5,1343,,False
1273126,1587344,11CM,1,1,713,2685,True
1677012,1587344,11CN,1,1,725,,False
1896796,1587344,11CO,1,1,726,,False
1665169,1587344,11CP,1,1,816,,False
1370691,1587344,11CR,1,1,885,,False
1502145,1587344,11CS,1,1,954,,False
1811836,1587344,11CT,1,1,874,,False
1565474,1587344,11CU,1,1,956,,False
1149667,1587344,12CA,1,2,877,,False
1151228,1587344,12CLWA,1,2,1433,,False
1669277,1587344,11CLWL,1,1,1545,,False
1010316,1587344,11CLWM,1,1,769,2065,True
1212394,1587344,11CLWN,1,1,827,,False
1834839,1587344,11CD,1,1,608,,False
1602153,1587344,11CE,1,1,634,,False
1264124,1587344,11CF,1,1,642,,False
1784929,1587344,11CG,1,1,662,2420,True
1566693,1587344,11CH,1,1,666,,False
1027603,1587344,11CI,1,1,704,,False
1409715,1587344,11CJ,1,1,778,,False
1472880,1587344,11CK,1,1,673,,False
1186190,1587344,11CL,1,1,698,,False
1871383,1587344,11CLWA,1,2,784,,False
1327045,1587344,11CLWE,1,5,892,,False
1276005,1587344,11CLWF,1,5,898,2500,True
1113998,1587344,11CLWB,1,5,796,,False
1028127,1587344,11CLWC,1,5,812,,False
1339837,1587344,11CLWD,1,5,872,,False
1792158,1587344,11CLWG,1,5,939,,False
1503178,1587344,11CLWH,1,5,934,,False
1040228,1587344,11CLWI,1,5,909,,False
1148226,1587344,11CLWJ,1,5,1044,,False
1925106,1587344,11CLWK,1,5,1343,,False
1454889,1587344,11CM,1,1,713,2685,True
1576464,1587344,11CN,1,1,725,,False
1322973,1587344,11CO,1,1,726,,False
1718340,1587344,11CP,1,1,816,,False
1769597,1587344,11CR,1,1,885,,False
1117832,1587344,11CS,1,1,954,,False
1835573,1587344,11CT,1,1,874,,False
1346790,1587344,11CU,1,1,956,,False
1612462,1587344,12CA,1,2,877,,False
1671205,1587344,12CLWA,1,2,1433,,False
1673656,1587344,11CLWL,1,1,1545,,False
1463748,1587344,11CLWM,1,1,769,2065,True
1294949,1587344,11CLWN,1,1,827,,False
1847873,1587344,11CD,1,1,608,,False
1929957,1587344,11CE,1,1,634,,False
1097352,1587344,11CF,1,1,642,,False
1533139,1587344,11CG,1,1,662,2420,True
1315437,1587344,11CH,1,1,666,,False
1739557,1587344,11CI,1,1,704,,False
1998271,1587344,11CJ,1,1,778,,False
1181862,1587344,11CK,1,1,673,,False
1771343,1587344,11CL,1,1,698,,False
1077606,1587344,11CLWA,1,2,784,,False
1510849,1587344,11CLWE,1,5,892,,False
1968408,1587344,11CLWF,1,5,898,2500,True
1151569,1587344,11CLWB,1,5,796,,False
1403894,1587344,11CLWC,1,5,812,,False
1331803,1587344,11CLWD,1,5,872,,False
1352174,1587344,11CLWG,1,5,939,,False
1584607,1587344,11CLWH,1,5,934,,False
1875667,1587344,11CLWI,1,5,909,,False
1516321,1587344,11CLWJ,1,5,1044,,False
1108172,1587344,11CLWK,1,5,1343,,False
1443188,1587344,11CM,1,1,713,2685,True
1267389,1587344,11CN,1,1,725,,False
1798915,1587344,11CO,1,1,726,,False
1093517,1587344,11CP,1,1,816,,False
1040659,1587344,11CR,1,1,885,,False
1110041,1587344,11CS,1,1,954,,False
1740418,1587344,11CT,1,1,874,,False
1199436,1587344,11CU,1,1,956,,False
1394701,1587344,12CA,1,2,877,,False
1970951,1587344,12CLWA,1,2,1433,,False
1699270,1587344,11CLWL,1,1,1545,,False
1040201,1587344,11CLWM,1,1,769,2065,True
1929882,1587344,11CLWN,1,1,827,,False
1302940,1587344,22CA,2,2,979,,False
1518434,1587344,22CB,2,2,1008,,False
1061658,1587344,22CC,2,2,1023,,False
1023020,1587344,22CE,2,2,1117,,False
1597039,1587344,22CF,2,2,1179,,False
1029899,1587344,22CG,2,2,1202,3375,True
1721707,1587344,22CH,2,2,1102,,False
1832190,1587344,22CI,2,2,1364,3854,True
1837336,1587344,22CD,2,2,1089,,False
1253077,1587344,22CJ,2,2,1417,,False
1132244,1587344,22CA,2,2,979,,False
1207101,1587344,22CB,2,2,1008,,False
1270884,1587344,22CC,2,2,1023,,False
1228058,1587344,22CE,2,2,1117,,False
1454719,1587344,22CF,2,2,1179,,False
1789841,1587344,22CG,2,2,1202,3375,True
1774312,1587344,22CH,2,2,1102,,False
1472593,1587344,22CI,2,2,1364,3854,True
1705925,1587344,22CD,2,2,1089,,False
1053437,1587344,22CJ,2,2,1417,,False
1086650,1587344,22CA,2,2,979,,False
1517428,1587344,22CB,2,2,1008,,False
1246228,1587344,22CC,2,2,1023,,False
1767988,1587344,22CE,2,2,1117,,False
1477218,1587344,22CF,2,2,1179,,False
1324958,1587344,22CG,2,2,1202,3375,True
1470807,1587344,22CH,2,2,1102,,False
1309628,1587344,22CI,2,2,1364,3854,True
1042150,1587344,22CD,2,2,1089,,False
1947922,1587344,22CJ,2,2,1417,,False
1994985,1587344,22CA,2,2,979,,False
1490539,1587344,22CB,2,2,1008,,False
1289910,1587344,22CC,2,2,1023,,False
1583521,1587344,22CE,2,2,1117,,False
1211820,1587344,22CF,2,2,1179,,False
1718255,1587344,22CG,2,2,1202,3375,True
1260693,1587344,22CH,2,2,1102,,False
1460632,1587344,22CI,2,2,1364,3854,True
1339571,1587344,22CD,2,2,1089,,False
1117979,1587344,22CJ,2,2,1417,,False
1405069,1587344,32CK,3,2,1271,,False
1230084,1587344,32CK,3,2,1271,,False
1234512,1587344,32CK,3,2,1271,,False
1150907,1587344,32CK,3,2,1271,,False
1318865,1898099,One Bed One Bath,1,1,775,2025,True
1943907,1898099,One Bed One Bath,1,1,775,2025,True
1888094,1898099,Two Bed Two Bath,2,2,1072,,False
1636836,1898099,Two Bed Two Bath,2,2,1072,,False
1841009,1898099,Studio,0,1,473,,False
1535983,1898099,Studio,0,1,473,,False
1923967,1898099,One Bedroom One Bath,1,1,775,,False
1891934,1898099,One Bedroom One Bath,1,1,775,,False
1792646,1898099,One Bedroom One Bath,1,1,775,,False
1187168,1898099,One Bedroom One Bath,1,1,775,,False
1203385,1220746,Studio,0,1,397,1410,True
1595048,1220746,Studio Affordable,0,1,410,1224,True
1756787,1220746,1 Bed 1 Bath,1,1,500,,False
1858282,1220746,1 Bed 1 Bath Affordable,1,1,540,,False
1032955,1189049,The Getty,0,1,497,1495,True
1296573,1189049,The Getty,0,1,497,1495,True
1193206,1189049,The Adobe,0,1,571,,False
1698128,1189049,The Adobe,0,1,571,,False
1870287,1189049,Fremont Peak,1,1,570,,False
1713366,1189049,Fremont Peak,1,1,570,,False
1413441,1189049,Lake Union,1,1,650,1875,True
1510490,1189049,Lake Union,1,1,650,1875,True
1976815,1189049,The Solstice,1,1,930,,False
1421763,1189049,The Solstice,1,1,930,,False
1380338,1189049,Two Bedroom,2,2,840,,False
1387876,1189049,Two Bedroom,2,2,840,,False
1070194,1138033,A01,1,1,,,False
1648391,1138033,A03,1,1,486,,False
1526338,1138033,A04,1,1,496,,False
1361354,1138033,A05,1,1,,,False
1876126,1138033,A06,1,1,,,False
1646233,1138033,A07,1,1,547,,False
1154313,1138033,A08,1,1,,,False
1254367,1138033,A09,1,1,,,False
1341821,1138033,A11,1,1,658,,False
1474903,1138033,A01,1,1,,,False
1627801,1138033,A03,1,1,486,,False
1097377,1138033,A04,1,1,496,,False
1764959,1138033,A05,1,1,,,False
1111013,1138033,A06,1,1,,,False
1070471,1138033,A07,1,1,547,,False
1003467,1138033,A08,1,1,,,False
1497004,1138033,A09,1,1,,,False
1772236,1138033,A11,1,1,658,,False
1437060,1138033,A01,1,1,,,False
1472464,1138033,A03,1,1,486,,False
1356630,1138033,A04,1,1,496,,False
1385538,1138033,A05,1,1,,,False
1840828,1138033,A06,1,1,,,False
1652198,1138033,A07,1,1,547,,False
1314175,1138033,A08,1,1,,,False
1642193,1138033,A09,1,1,,,False
1933402,1138033,A11,1,1,658,,False
1538638,1138033,A01,1,1,,,False
1985799,1138033,A03,1,1,486,,False
1264818,1138033,A04,1,1,496,,False
1126601,1138033,A05,1,1,,,False
1437106,1138033,A06,1,1,,,False
1793906,1138033,A07,1,1,547,,False
1176993,1138033,A08,1,1,,,False
1033724,1138033,A09,1,1,,,False
1759707,1138033,A11,1,1,658,,False
1573694,1138033,B01,2,1,,,False
1771084,1138033,B02,2,1,,,False
1878598,1138033,B03,2,1,665,,False
1465971,1138033,B04,2,1,,,False
1178851,1138033,B05,2,1,,,False
1564107,1138033,B06,2,1,,,False
1676588,1138033,B07,2,1,687,,False
1276186,1138033,B01,2,1,,,False
1741117,1138033,B02,2,1,,,False
1813489,1138033,B03,2,1,665,,False
1735850,1138033,B04,2,1,,,False
1525594,1138033,B05,2,1,,,False
1462798,1138033,B06,2,1,,,False
1640668,1138033,B07,2,1,687,,False
1989083,1138033,B01,2,1,,,False
1273094,1138033,B02,2,1,,,False
1373044,1138033,B03,2,1,665,,False
1942868,1138033,B04,2,1,,,False
1169145,1138033,B05,2,1,,,False
1911887,1138033,B06,2,1,,,False
1455528,1138033,B07,2,1,687,,False
1872758,1138033,B01,2,1,,,False
1957199,1138033,B02,2,1,,,False
1534008,1138033,B03,2,1,665,,False
1597546,1138033,B04,2,1,,,False
1106235,1138033,B05,2,1,,,False
1579524,1138033,B06,2,1,,,False
1921772,1138033,B07,2,1,687,,False
